  Date      JD       AppGST       EOT         AppRA         AppDec         Dist       AngDiam  HelLong  HelLat  PAAxis
  Sep 26    8022.5   00:19:58.1   +08:34.5    12 11 23.00   -01 13 57.5    1.002651   1914.2   184.8    6.9   25.5
  Sep 27    8023.5   00:23:54.7   +08:54.9    12 14 59.09   -01 37 19.4    1.002362   1914.7   171.6    6.9   25.6
  Sep 28    8024.5   00:27:51.2   +09:15.2    12 18 35.37   -02 00 40.5    1.002071   1915.3   158.4    6.9   25.7
  Sep 29    8025.5   00:31:47.8   +09:35.3    12 22 11.86   -02 24 00.6    1.001780   1915.8   145.2    6.8   25.8
  Sep 30    8026.5   00:35:44.4   +09:55.1    12 25 48.58   -02 47 19.2    1.001489   1916.4   132.0    6.8   25.9
  Oct 01    8027.5   00:39:40.9   +10:14.7    12 29 25.55   -03 10 36.0    1.001198   1917.0   118.8    6.7   26.0
  Oct 02    8028.5   00:43:37.5   +10:34.0    12 33 02.79   -03 33 50.7    1.000907   1917.5   105.6    6.7   26.0
  Oct 03    8029.5   00:47:34.0   +10:53.0    12 36 40.32   -03 57 02.8    1.000616   1918.1    92.4    6.6   26.1
  Oct 04    8030.5   00:51:30.6   +11:11.7    12 40 18.17   -04 20 12.2    1.000326   1918.6    79.2    6.6   26.1
  Oct 05    8031.5   00:55:27.1   +11:30.1    12 43 56.35   -04 43 18.4    1.000038   1919.2    66.0    6.5   26.2
  Oct 06    8032.5   00:59:23.7   +11:48.1    12 47 34.91   -05 06 21.0    0.999750   1919.7    52.8    6.5   26.2
  Oct 07    8033.5   01:03:20.2   +12:05.7    12 51 13.85   -05 29 19.8    0.999464   1920.3    39.6    6.4   26.2
  Oct 08    8034.5   01:07:16.8   +12:22.9    12 54 53.21   -05 52 14.4    0.999180   1920.8    26.4    6.3   26.2
  Oct 09    8035.5   01:11:13.4   +12:39.6    12 58 33.01   -06 15 04.5    0.998897   1921.4    13.3    6.3   26.3
  Oct 10    8036.5   01:15:09.9   +12:55.9    13 02 13.27   -06 37 49.8    0.998616   1921.9     0.1    6.2   26.3
  Oct 11    8037.5   01:19:06.5   +13:11.7    13 05 54.01   -07 00 29.8    0.998336   1922.5   346.9    6.2   26.3
  Oct 12    8038.5   01:23:03.0   +13:27.0    13 09 35.26   -07 23 04.2    0.998056   1923.0   333.7    6.1   26.3
  Oct 13    8039.5   01:26:59.6   +13:41.8    13 13 17.04   -07 45 32.8    0.997778   1923.5   320.5    6.0   26.2
  Oct 14    8040.5   01:30:56.1   +13:56.1    13 16 59.35   -08 07 54.9    0.997499   1924.1   307.3    5.9   26.2
  Oct 15    8041.5   01:34:52.7   +14:09.8    13 20 42.21   -08 30 10.4    0.997221   1924.6   294.1    5.9   26.2
  Oct 16    8042.5   01:38:49.2   +14:22.9    13 24 25.66   -08 52 18.8    0.996943   1925.1   280.9    5.8   26.1
  Oct 17    8043.5   01:42:45.8   +14:35.4    13 28 09.68   -09 14 19.6    0.996665   1925.7   267.7    5.7   26.1
  Oct 18    8044.5   01:46:42.4   +14:47.3    13 31 54.31   -09 36 12.6    0.996386   1926.2   254.5    5.6   26.0
  Oct 19    8045.5   01:50:38.9   +14:58.6    13 35 39.55   -09 57 57.3    0.996108   1926.8   241.3    5.6   26.0
  Oct 20    8046.5   01:54:35.5   +15:09.3    13 39 25.42   -10 19 33.3    0.995829   1927.3   228.2    5.5   25.9
  Oct 21    8047.5   01:58:32.0   +15:19.3    13 43 11.94   -10 41 00.2    0.995549   1927.8   215.0    5.4   25.8
  Oct 22    8048.5   02:02:28.6   +15:28.7    13 46 59.11   -11 02 17.6    0.995270   1928.4   201.8    5.3   25.7
  Oct 23    8049.5   02:06:25.1   +15:37.4    13 50 46.95   -11 23 25.1    0.994991   1928.9   188.6    5.2   25.6
  Oct 24    8050.5   02:10:21.7   +15:45.5    13 54 35.47   -11 44 22.2    0.994713   1929.5   175.4    5.1   25.5
  Oct 25    8051.5   02:14:18.2   +15:52.8    13 58 24.68   -12 05 08.7    0.994435   1930.0   162.2    5.1   25.4
  Oct 26    8052.5   02:18:14.8   +15:59.4    14 02 14.60   -12 25 44.0    0.994158   1930.5   149.0    5.0   25.3
  Oct 27    8053.5   02:22:11.3   +16:05.4    14 06 05.23   -12 46 07.8    0.993883   1931.1   135.8    4.9   25.2
  Oct 28    8054.5   02:26:07.9   +16:10.6    14 09 56.58   -13 06 19.6    0.993609   1931.6   122.6    4.8   25.1
  Oct 29    8055.5   02:30:04.5   +16:15.0    14 13 48.67   -13 26 19.0    0.993336   1932.1   109.5    4.7   24.9
  Oct 30    8056.5   02:34:01.0   +16:18.8    14 17 41.50   -13 46 05.6    0.993066   1932.7    96.3    4.6   24.8
  Oct 31    8057.5   02:37:57.6   +16:21.7    14 21 35.10   -14 05 39.0    0.992799   1933.2    83.1    4.5   24.6
  Nov 01    8058.5   02:41:54.1   +16:23.9    14 25 29.46   -14 24 58.9    0.992534   1933.7    69.9    4.4   24.5
  Nov 02    8059.5   02:45:50.7   +16:25.3    14 29 24.61   -14 44 04.8    0.992273   1934.2    56.7    4.3   24.3
  Nov 03    8060.5   02:49:47.2   +16:25.9    14 33 20.55   -15 02 56.2    0.992015   1934.7    43.5    4.2   24.1
  Nov 04    8061.5   02:53:43.8   +16:25.7    14 37 17.31   -15 21 32.9    0.991761   1935.2    30.3    4.1   23.9
  Nov 05    8062.5   02:57:40.3   +16:24.7    14 41 14.89   -15 39 54.5    0.991511   1935.7    17.2    4.0   23.7
  Nov 06    8063.5   03:01:36.9   +16:22.8    14 45 13.30   -15 58 00.6    0.991264   1936.2     4.0    3.9   23.5
  Nov 07    8064.5   03:05:33.5   +16:20.1    14 49 12.57   -16 15 50.8    0.991022   1936.6   350.8    3.8   23.3
  Nov 08    8065.5   03:09:30.0   +16:16.6    14 53 12.68   -16 33 24.7    0.990784   1937.1   337.6    3.6   23.1
  Nov 09    8066.5   03:13:26.6   +16:12.2    14 57 13.66   -16 50 42.0    0.990550   1937.6   324.4    3.5   22.9
  Nov 10    8067.5   03:17:23.1   +16:06.9    15 01 15.49   -17 07 42.1    0.990318   1938.0   311.2    3.4   22.6
  Nov 11    8068.5   03:21:19.7   +16:00.7    15 05 18.20   -17 24 24.9    0.990090   1938.5   298.0    3.3   22.4
  Nov 12    8069.5   03:25:16.2   +15:53.7    15 09 21.77   -17 40 49.7    0.989865   1938.9   284.9    3.2   22.1
  Nov 13    8070.5   03:29:12.8   +15:45.8    15 13 26.20   -17 56 56.3    0.989643   1939.3   271.7    3.1   21.9
  Nov 14    8071.5   03:33:09.3   +15:37.1    15 17 31.51   -18 12 44.2    0.989423   1939.8   258.5    3.0   21.6
  Nov 15    8072.5   03:37:05.9   +15:27.5    15 21 37.67   -18 28 13.1    0.989205   1940.2   245.3    2.9   21.4
  Nov 16    8073.5   03:41:02.5   +15:17.0    15 25 44.69   -18 43 22.5    0.988989   1940.6   232.1    2.7   21.1
  Nov 17    8074.5   03:44:59.0   +15:05.7    15 29 52.56   -18 58 12.0    0.988776   1941.0   219.0    2.6   20.8
  Nov 18    8075.5   03:48:55.6   +14:53.5    15 34 01.28   -19 12 41.3    0.988565   1941.5   205.8    2.5   20.5
  Nov 19    8076.5   03:52:52.1   +14:40.5    15 38 10.82   -19 26 50.0    0.988356   1941.9   192.6    2.4   20.2
  Nov 20    8077.5   03:56:48.7   +14:26.7    15 42 21.19   -19 40 37.6    0.988149   1942.3   179.4    2.3   19.9
  Nov 21    8078.5   04:00:45.2   +14:12.1    15 46 32.37   -19 54 03.9    0.987944   1942.7   166.2    2.1   19.6
  Nov 22    8079.5   04:04:41.8   +13:56.7    15 50 44.35   -20 07 08.4    0.987742   1943.1   153.0    2.0   19.2
  Nov 23    8080.5   04:08:38.3   +13:40.5    15 54 57.10   -20 19 50.7    0.987543   1943.5   139.9    1.9   18.9
  Nov 24    8081.5   04:12:34.9   +13:23.5    15 59 10.63   -20 32 10.6    0.987347   1943.9   126.7    1.8   18.6
  Nov 25    8082.5   04:16:31.5   +13:05.8    16 03 24.90   -20 44 07.6    0.987154   1944.2   113.5    1.6   18.2
  Nov 26    8083.5   04:20:28.0   +12:47.4    16 07 39.91   -20 55 41.3    0.986964   1944.6   100.3    1.5   17.9
  Nov 27    8084.5   04:24:24.6   +12:28.2    16 11 55.64   -21 06 51.6    0.986778   1945.0    87.1    1.4   17.5
  Nov 28    8085.5   04:28:21.1   +12:08.3    16 16 12.06   -21 17 38.0    0.986597   1945.3    74.0    1.3   17.2
  Nov 29    8086.5   04:32:17.7   +11:47.7    16 20 29.18   -21 28 00.1    0.986419   1945.7    60.8    1.1   16.8
  Nov 30    8087.5   04:36:14.2   +11:26.5    16 24 46.97   -21 37 57.8    0.986246   1946.0    47.6    1.0   16.4
  Dec 01    8088.5   04:40:10.8   +11:04.6    16 29 05.40   -21 47 30.7    0.986079   1946.4    34.4    0.9   16.0
  Dec 02    8089.5   04:44:07.3   +10:42.1    16 33 24.47   -21 56 38.5    0.985917   1946.7    21.2    0.8   15.7
  Dec 03    8090.5   04:48:03.9   +10:19.0    16 37 44.16   -22 05 21.1    0.985760   1947.0     8.1    0.6   15.3
  Dec 04    8091.5   04:52:00.5   +09:55.2    16 42 04.45   -22 13 38.0    0.985609   1947.3   354.9    0.5   14.9
  Dec 05    8092.5   04:55:57.0   +09:30.9    16 46 25.33   -22 21 29.2    0.985465   1947.6   341.7    0.4   14.5
  Dec 06    8093.5   04:59:53.6   +09:06.1    16 50 46.77   -22 28 54.3    0.985326   1947.8   328.5    0.2   14.0
  Dec 07    8094.5   05:03:50.1   +08:40.6    16 55 08.75   -22 35 53.2    0.985193   1948.1   315.4    0.1   13.6
  Dec 08    8095.5   05:07:46.7   +08:14.7    16 59 31.24   -22 42 25.6    0.985066   1948.4   302.2   -0.0   13.2
  Dec 09    8096.5   05:11:43.2   +07:48.3    17 03 54.22   -22 48 31.3    0.984943   1948.6   289.0   -0.1   12.8
  Dec 10    8097.5   05:15:39.8   +07:21.4    17 08 17.67   -22 54 10.2    0.984826   1948.8   275.8   -0.3   12.4
  Dec 11    8098.5   05:19:36.3   +06:54.1    17 12 41.54   -22 59 21.9    0.984714   1949.1   262.6   -0.4   11.9
  Dec 12    8099.5   05:23:32.9   +06:26.3    17 17 05.83   -23 04 06.4    0.984606   1949.3   249.5   -0.5   11.5
  Dec 13    8100.5   05:27:29.5   +05:58.2    17 21 30.50   -23 08 23.5    0.984502   1949.5   236.3   -0.6   11.0
  Dec 14    8101.5   05:31:26.0   +05:29.8    17 25 55.51   -23 12 13.0    0.984402   1949.7   223.1   -0.8   10.6
  Dec 15    8102.5   05:35:22.6   +05:01.0    17 30 20.83   -23 15 34.8    0.984306   1949.9   209.9   -0.9   10.1
  Dec 16    8103.5   05:39:19.1   +04:32.0    17 34 46.42   -23 18 28.8    0.984214   1950.0   196.8   -1.0    9.7
  Dec 17    8104.5   05:43:15.7   +04:02.7    17 39 12.25   -23 20 54.9    0.984126   1950.2   183.6   -1.2    9.2
  Dec 18    8105.5   05:47:12.2   +03:33.2    17 43 38.28   -23 22 53.0    0.984041   1950.4   170.4   -1.3    8.8
  Dec 19    8106.5   05:51:08.8   +03:03.6    17 48 04.47   -23 24 23.0    0.983960   1950.5   157.2   -1.4    8.3
  Dec 20    8107.5   05:55:05.3   +02:33.8    17 52 30.80   -23 25 24.8    0.983882   1950.7   144.1   -1.5    7.8
  Dec 21    8108.5   05:59:01.9   +02:04.0    17 56 57.20   -23 25 58.5    0.983809   1950.8   130.9   -1.7    7.4
  Dec 22    8109.5   06:02:58.5   +01:34.1    18 01 23.65   -23 26 03.9    0.983739   1951.0   117.7   -1.8    6.9
  Dec 23    8110.5   06:06:55.0   +01:04.2    18 05 50.11   -23 25 41.1    0.983673   1951.1   104.6   -1.9    6.4
  Dec 24    8111.5   06:10:51.6   +00:34.3    18 10 16.55   -23 24 50.0    0.983612   1951.2    91.4   -2.0    5.9
  Dec 25    8112.5   06:14:48.1   +00:04.5    18 14 42.92   -23 23 30.7    0.983554   1951.4    78.2   -2.2    5.5
  Dec 26    8113.5   06:18:44.7   -00:25.2    18 19 09.19   -23 21 43.1    0.983502   1951.5    65.0   -2.3    5.0
  Dec 27    8114.5   06:22:41.2   -00:54.8    18 23 35.33   -23 19 27.4    0.983454   1951.6    51.9   -2.4    4.5
  Dec 28    8115.5   06:26:37.8   -01:24.2    18 28 01.30   -23 16 43.5    0.983412   1951.6    38.7   -2.5    4.0
  Dec 29    8116.5   06:30:34.3   -01:53.4    18 32 27.07   -23 13 31.6    0.983375   1951.7    25.5   -2.6    3.5
  Dec 30    8117.5   06:34:30.9   -02:22.4    18 36 52.62   -23 09 51.8    0.983344   1951.8    12.4   -2.8    3.1
  Dec 31    8118.5   06:38:27.4   -02:51.2    18 41 17.90   -23 05 44.1    0.983319   1951.8   359.2   -2.9    2.6
